episode,total_reward,episode_length,epsilon,avg_loss,final_risk,risk_reduction,training_time,steps_per_second,avg_reward_10,avg_reward_100
97,25541.0,365,0.37723664692350417,41658.12249839469,15.0,9.0,376.22026205062866,98.29346795589497,0,0
98,33135.0,365,0.37346428045426916,44786.59413995612,18.0,6.0,379.9435398578644,98.0319006254835,0,0
99,33382.0,365,0.36972963764972644,44799.43921935199,13.5,12.0,383.7008910179138,97.14290319225776,0,0
100,31464.0,365,0.3660323412732292,45173.30617140679,16.5,12.0,387.44006538391113,97.61513218510927,0,0
101,49487.0,365,0.3623720178604969,45540.08064299283,13.5,16.5,391.2284116744995,96.34810864750983,0,0
102,35478.0,365,0.3587482976818919,48132.80214743418,7.5,10.5,394.96129846572876,97.77955250547652,0,0
103,41245.0,365,0.355160814705073,39485.09223398705,4.5,12.0,398.661461353302,98.644305964429,0,0
104,45058.0,365,0.35160920655802225,41621.089841408924,4.5,13.5,402.38275170326233,98.08425725337214,0,0
105,24492.0,365,0.348093114492442,38704.74030995826,10.5,7.5,406.12502908706665,97.53419176772744,0,0
106,43237.0,365,0.3446121833475176,40965.09589659808,4.5,12.0,409.8543629646301,97.87270648946807,0,0
107,42894.0,365,0.34116606151404244,42695.24055042006,7.5,15.0,413.5888440608978,97.73780897292178,0,0
108,38245.0,365,0.337754400898902,51745.63948054901,16.5,13.5,417.32325077056885,97.73975583718742,0,0
109,37009.0,365,0.334376856889913,45551.57786079302,7.5,12.0,421.03871631622314,98.23802576420424,0,0
110,30269.0,365,0.33103308832101386,47412.61465445741,13.5,10.5,424.756623506546,98.17351034206482,0,0
111,41854.0,365,0.3277227574378037,43524.05787470569,13.5,12.0,428.4682912826538,98.33854267602432,0,0
112,45390.0,365,0.3244455298634257,38273.02721198095,15.0,13.5,432.1821961402893,98.27930816525591,0,0
113,28527.0,365,0.3212010745647914,40625.81299430116,13.5,9.0,435.89710116386414,98.25284837262484,0,0
114,46522.0,365,0.3179890638191435,38514.598481980414,10.5,13.5,439.61288380622864,98.2296423473618,0,0
115,44055.0,365,0.31480917318095203,42296.31362104024,18.0,13.5,443.3327353000641,98.12219670728234,0,0
116,34076.0,365,0.3116610814491425,32982.81583268675,10.5,13.5,447.0508556365967,98.16788241458264,0,0
117,37415.0,365,0.30854447063465107,45120.29560580319,7.5,13.5,450.76119804382324,98.37367011979717,0,0
118,41375.0,365,0.3054590259283046,35908.90625100332,12.0,13.5,454.4529061317444,98.87022248433979,0,0
119,43933.0,365,0.30240443566902153,38587.097404417276,18.0,13.5,458.18026423454285,97.92458624406433,0,0
120,40148.0,365,0.2993803913123313,33418.54783718161,16.5,13.5,461.9293692111969,97.35656970740519,0,0
121,35438.0,365,0.296386587399208,35570.91787945473,18.0,12.0,465.6759457588196,97.42227213577254,0,0
122,26154.0,365,0.2934227215252159,36119.85012407695,16.5,9.0,469.39716243743896,98.08619909105086,0,0
123,31462.0,365,0.29048849430996376,37281.52977411976,9.0,10.5,473.131956577301,97.72961676904654,0,0
124,33014.0,365,0.2875836093668641,47945.68991732663,13.5,10.5,476.83253026008606,98.63335560590777,0,0
125,48565.0,365,0.28470777327319546,47056.95786500696,12.0,15.0,480.53922510147095,98.47047453834355,0,0
126,42188.0,365,0.2818606955404635,43852.86288192958,12.0,13.5,484.2673053741455,97.90561718193517,0,0
127,56258.0,365,0.27904208858505886,40477.159861609056,12.0,16.5,487.98559856414795,98.16331885322909,0,0
128,33020.0,365,0.2762516676992083,40926.53998989994,18.0,12.0,491.7062814235687,98.10027185623179,0,0
129,30442.0,365,0.2734891510222162,43621.03243659033,7.5,10.5,495.42668080329895,98.10774670822224,0,0
130,34790.0,365,0.27075425951199406,46907.6923998689,15.0,10.5,499.16461730003357,97.64745878343737,0,0
131,29961.0,365,0.2680467169168741,43513.73486863228,13.5,12.0,503.25705218315125,89.18895728939192,0,0
132,30285.0,365,0.26536624974770534,41287.732820192105,12.0,9.0,507.343900680542,89.31087125765359,0,0
133,37591.0,365,0.2627125872502283,40424.039120023546,10.5,15.0,511.09245228767395,97.37094170067034,0,0
134,39592.0,365,0.26008546137772603,46541.94096144585,7.5,12.0,514.857528924942,96.94357782444594,0,0
135,44079.0,365,0.25748460676394874,39838.9668651006,12.0,13.5,518.7411539554596,93.98435665951915,0,0
136,44185.0,365,0.2549097606963093,39425.62334987693,16.5,15.0,522.4708194732666,97.86400369076932,0,0
137,40662.0,365,0.2523606630893462,46228.04741411601,16.5,12.0,526.204393863678,97.76154479133953,0,0
138,44036.0,365,0.2498370564584527,44522.835187352845,13.5,15.0,529.9622247219086,97.13050261444273,0,0
139,38356.0,365,0.24733868589386818,41111.91509290721,12.0,13.5,533.7768349647522,95.68474280819531,0,0
140,26089.0,365,0.24486529903492948,39113.73603716288,13.5,9.0,537.5206334590912,97.49456348997356,0,0
141,44016.0,365,0.2424166460445802,44336.91670724529,13.5,16.5,541.4581472873688,92.69808714796675,0,0
142,30763.0,365,0.2399924795841344,38644.47460904056,7.5,7.5,545.4421586990356,91.61620344036307,0,0
143,23963.0,365,0.23759255478829303,39423.770314172194,12.0,10.5,549.2694406509399,95.3679411621062,0,0
144,34659.0,365,0.23521662924041012,38062.62763905982,21.0,7.5,553.2851760387421,90.89244304012031,0,0
145,33591.0,365,0.232864462948006,42656.93128143728,16.5,10.5,557.2874596118927,91.19793571065446,0,0
146,35734.0,365,0.23053581831852593,44311.291254080155,7.5,12.0,561.2787137031555,91.44995323625598,0,0
147,40078.0,365,0.22823046013534068,40821.353433018514,4.5,15.0,565.3642210960388,89.34018835354631,0,0
148,46693.0,365,0.22594815553398728,44415.639256474744,7.5,15.0,569.3978593349457,90.48902712180683,0,0
149,45863.0,365,0.2236886739786474,36932.1744839603,13.5,13.5,573.2391309738159,95.02061669019339,0,0
150,35105.0,365,0.22145178723886091,33629.14567302547,15.0,10.5,577.0538392066956,95.68228491343088,0,0
151,41159.0,365,0.2192372693664723,40154.81208696757,18.0,12.0,580.7919099330902,97.64395237969194,0,0
152,37500.0,365,0.21704489667280757,37436.529584492724,4.5,15.0,584.5648033618927,96.74272726962509,0,0
153,32946.0,365,0.2148744477060795,42330.98239177547,21.0,10.5,588.3114006519318,97.42173277347202,0,0
154,40868.0,365,0.2127257032290187,36355.571619488444,10.5,12.0,592.0719361305237,97.06064523998833,0,0
155,30233.0,365,0.21059844619672852,38156.61530795163,10.5,12.0,595.8142476081848,97.5333031947724,0,0
156,47540.0,365,0.20849246173476124,39182.639769170055,12.0,13.5,599.608110666275,96.20800603797679,0,0
157,37561.0,365,0.2064075371174136,38897.60572158604,7.5,12.0,603.3860890865326,96.61251584785803,0,0
158,36311.0,365,0.2043434617462395,40044.08028848726,13.5,13.5,607.1560845375061,96.81709295053592,0,0
159,25230.0,365,0.2023000271287771,44212.42789624358,16.5,6.0,610.9590191841125,95.97850973476716,0,0
160,28019.0,365,0.2002770268574893,39085.078522982665,9.0,9.0,614.7302296161652,96.78590112547394,0,0
161,33253.0,365,0.19827425658891443,38360.26381167059,10.5,7.5,618.4776678085327,97.39987192941548,0,0
162,38739.0,365,0.19629151402302528,44387.3683082058,9.0,12.0,622.2751698493958,96.11581404629041,0,0
163,33266.0,365,0.19432859888279502,49903.35594900471,13.5,13.5,626.0704302787781,96.1725833553413,0,0
164,31863.0,365,0.19238531289396707,59789.67586552868,12.0,12.0,629.8600423336029,96.31592751962357,0,0
165,46442.0,365,0.1904614597650274,47910.75539149454,12.0,15.0,633.6894240379333,95.3156483688322,0,0
166,17025.0,365,0.1885568451673771,57819.155474769905,18.0,4.5,637.4546520709991,96.93967982672294,0,0
167,40916.0,365,0.18667127671570335,44646.10032741599,13.5,13.5,641.2458016872406,96.2768650533663,0,0
168,32917.0,365,0.1848045639485463,39105.79450081603,10.5,12.0,645.0402429103851,96.19334667082207,0,0
169,30132.0,365,0.18295651830906084,38573.638334425836,7.5,10.5,648.814421415329,96.70978718200041,0,0
170,17240.0,365,0.18112695312597024,43971.086656878746,10.5,4.5,652.5947768688202,96.55176728498306,0,0
171,30814.0,365,0.17931568359471053,43856.38140116652,13.5,10.5,656.3700435161591,96.68191258948117,0,0
172,31091.0,365,0.17752252675876343,36478.92150611355,12.0,12.0,660.1702201366425,96.04816734901402,0,0
173,25520.0,365,0.1757473014911758,39643.2762758856,7.5,7.5,663.9523406028748,96.50670920157346,0,0
174,44428.0,365,0.173989828476264,41661.13874511719,13.5,13.5,667.728105545044,96.66915329488342,0,0
175,30914.0,365,0.1722499301915014,39306.94813182256,7.5,12.0,671.5099942684174,96.51262284481577,0,0
176,29322.0,365,0.17052743088958636,43242.47797249572,13.5,10.5,675.2812418937683,96.78494659072754,0,0
177,29884.0,365,0.1688221565806905,40141.73394022902,4.5,9.0,679.0779182910919,96.13671585424017,0,0
178,41901.0,365,0.1671339350148836,35572.75257718857,7.5,13.5,682.863835811615,96.40991860529776,0,0
179,38012.0,365,0.16546259566473476,37968.36554473459,4.5,12.0,686.6913533210754,95.36207191680559,0,0
180,36390.0,365,0.16380796970808742,37705.372251244116,18.0,15.0,690.4765691757202,96.42779012248788,0,0
181,40581.0,365,0.16216989001100654,35933.824276942425,10.5,13.5,694.2690396308899,96.24333381488918,0,0
182,31106.0,365,0.16054819111089647,37537.33357535584,13.5,10.5,698.0938787460327,95.42885047241278,0,0
183,38610.0,365,0.1589427091997875,38870.47117936644,4.5,12.0,701.8996574878693,95.90678406697458,0,0
184,46830.0,365,0.15735328210778962,30403.063023397368,15.0,15.0,705.7352366447449,95.16163923920216,0,0
185,43981.0,365,0.15577974928671173,29544.779070459652,7.5,15.0,709.5635042190552,95.34338781576888,0,0
186,44629.0,365,0.1542219517938446,28909.453177172516,18.0,15.0,713.3715496063232,95.84969791073183,0,0
187,36503.0,365,0.15267973227590617,30894.529528641375,12.0,12.0,717.2253823280334,94.71090894625674,0,0
188,43059.0,365,0.1511529349531471,30585.707764675193,10.5,13.5,721.5624737739563,84.15778282542873,0,0
189,45476.0,365,0.14964140560361563,34405.77248033498,12.0,15.0,725.6287639141083,89.76240932634437,0,0
190,26766.0,365,0.14814499154757946,35987.05456877408,4.5,10.5,729.5855236053467,92.24719934552324,0,0
191,21575.0,365,0.14666354163210368,39217.93397066299,13.5,7.5,733.4545269012451,94.33954227615664,0,0
192,28829.0,365,0.14519690621578263,27970.52259270655,22.5,9.0,737.2888925075531,95.19175724910842,0,0
193,30036.0,365,0.1437449371536248,37741.78142290507,22.5,9.0,741.1352870464325,94.89406151932059,0,0
194,30390.0,365,0.14230748778208857,31428.37837549497,21.0,9.0,744.9672524929047,95.25138081190968,0,0
195,36778.0,365,0.14088441290426768,31627.017049376605,10.5,12.0,748.7732033729553,95.90244632772078,0,0
196,33623.0,365,0.139475568775225,31217.489193098514,15.0,10.5,752.6006150245667,95.3647094234915,0,0
197,32543.0,365,0.13808081308747275,36179.24464194938,16.5,7.5,756.4426200389862,95.00247881772836,0,0
198,38328.0,365,0.136700004956598,30389.459891374143,4.5,12.0,760.2801656723022,95.11287548771163,0,0
199,35516.0,365,0.13533300490703204,37069.994070392764,18.0,10.5,764.1141366958618,95.2015541476689,0,0
200,46268.0,365,0.13397967485796172,34919.06813697292,4.5,16.5,768.0796346664429,92.0439255568494,0,0
201,41886.0,365,0.1326398781093821,32768.07562071918,12.0,13.5,771.9707581996918,93.80324137261263,0,0
202,36252.0,365,0.13131347932828827,31983.282042286493,7.5,12.0,775.8023631572723,95.26034234762972,0,0
203,47187.0,365,0.1300003445350054,34306.75832452643,7.5,13.5,779.6300759315491,95.35720716896493,0,0
204,40819.0,365,0.12870034108965533,34409.002952429364,10.5,15.0,783.60688829422,91.78205223513726,0,0
205,39256.0,365,0.1274133376787588,38500.59191426316,18.0,12.0,787.5438420772552,92.7112737702995,0,0
206,43359.0,365,0.12613920430197118,34119.671371668985,12.0,15.0,791.409339427948,94.42510675491398,0,0
207,46138.0,365,0.12487781225895148,35546.04692683808,10.5,16.5,795.2723557949066,94.48575033798453,0,0
208,29831.0,365,0.12362903413636196,30648.837274253532,12.0,7.5,799.1087293624878,95.14193380029242,0,0
209,52282.0,365,0.12239274379499834,29514.8497876311,10.5,15.0,802.9679539203644,94.57858554901749,0,0
210,30147.0,365,0.12116881635704835,29647.12254922945,13.5,10.5,806.7995631694794,95.26023565276293,0,0
211,39245.0,365,0.11995712819347787,29835.082569195474,7.5,13.5,810.6351759433746,95.16080520018802,0,0
212,41650.0,365,0.11875755691154309,32156.96855936965,18.0,13.5,814.4989340305328,94.46761204153384,0,0
213,26587.0,365,0.11756998134242766,29693.99693486462,18.0,7.5,818.3223621845245,95.46406661752913,0,0
214,37700.0,365,0.11639428152900338,27535.06555376445,12.0,10.5,822.2355673313141,93.27392413849071,0,0
215,35389.0,365,0.11523033871371334,31312.64910403735,15.0,12.0,826.0859541893005,94.79566949043551,0,0
216,33990.0,365,0.1140780353265762,34304.49391956068,7.5,10.5,829.931569814682,94.9132819179747,0,0
217,31048.0,365,0.11293725497331045,29185.570973017446,7.5,10.5,833.7679150104523,95.1426374254403,0,0
218,34238.0,365,0.11180788242357734,27457.82469867027,10.5,10.5,837.581538438797,95.7095022248763,0,0
219,41843.0,365,0.11068980359934157,29159.581914865154,10.5,16.5,841.393639087677,95.74773428588172,0,0
220,27722.0,365,0.10958290556334815,27854.263156671394,7.5,9.0,845.2469441890717,94.72387739758604,0,0
221,36705.0,365,0.10848707650771466,26854.48825717038,12.0,13.5,849.5002858638763,85.8148787251522,0,0
222,30307.0,365,0.10740220574263752,26916.77679727633,4.5,9.0,853.6349756717682,88.27748076852772,0,0
223,32604.0,365,0.10632818368521114,33172.69927961794,10.5,9.0,857.6106176376343,91.8090721281752,0,0
224,41093.0,365,0.10526490184835903,35159.528991532,7.5,13.5,861.4931976795197,94.00965236063915,0,0
225,34602.0,365,0.10421225282987544,27475.198460910746,18.0,10.5,865.3639225959778,94.29758194596525,0,0
226,36450.0,365,0.10317013030157669,35591.985509083366,4.5,12.0,869.4734466075897,88.81807210972609,0,0
227,25492.0,365,0.10213842899856092,32576.36771424176,7.5,9.0,873.545994758606,89.62447746846662,0,0
228,26564.0,365,0.10111704470857531,28452.981551831388,16.5,7.5,877.9698848724365,82.50657014713983,0,0
229,39902.0,365,0.10010587426148955,38021.49259651916,13.5,12.0,882.0311894416809,89.8725997464182,0,0
230,27837.0,365,0.09910481551887466,34390.11249197346,4.5,10.5,886.1180431842804,89.31075663300783,0,0
231,28128.0,365,0.0981137673636859,30094.074007384417,12.0,7.5,890.1696469783783,90.08778215967392,0,0
232,32253.0,365,0.09713262969004904,28604.769953981166,10.5,9.0,894.2179236412048,90.16182202951371,0,0
233,25309.0,365,0.09616130339314856,27945.87319202162,22.5,9.0,898.1849496364594,92.00847194765667,0,0
234,40738.0,365,0.09519969035921708,36335.25273169949,10.5,12.0,902.2283418178558,90.27073893038452,0,0
235,28392.0,365,0.0942476934556249,27495.588172557254,21.0,9.0,906.3061101436615,89.50974426137493,0,0
236,22397.0,365,0.09330521652106866,33507.782118204195,16.5,7.5,910.391921043396,89.33355188408703,0,0
237,30823.0,365,0.09237216435585796,35884.52356124251,13.5,12.0,914.4511618614197,89.918291710938,0,0
238,36760.0,365,0.09144844271229938,27419.205546339897,13.5,12.0,918.5050904750824,90.03611922762077,0,0
239,33523.0,365,0.0905339582851764,30465.163591609587,7.5,7.5,922.5244562625885,90.81034653142918,0,0
240,38777.0,365,0.08962861870232462,27924.989205305545,10.5,12.0,926.5550129413605,90.558210463178,0,0
241,50986.0,365,0.08873233251530138,27141.829180824592,13.5,16.5,930.5494709014893,91.37660319455011,0,0
242,32112.0,365,0.08784500919014836,29771.404006916204,10.5,10.5,934.7429640293121,87.03960847778855,0,0
243,35813.0,365,0.08696655909824688,28563.847348064264,7.5,13.5,938.8534638881683,88.79698638441648,0,0
244,28123.0,365,0.0860968935072644,24540.056248495024,4.5,9.0,942.9173450469971,89.8156185515026,0,0
245,24087.0,365,0.08523592457219176,27496.296415480523,16.5,9.0,946.9785952568054,89.87380268235785,0,0
246,40153.0,365,0.08438356532646984,32388.382725880245,10.5,12.0,951.07510638237,89.10020962037451,0,0
247,32308.0,365,0.08353972967320515,28957.81985431828,21.0,10.5,955.2334372997284,87.77560209947605,0,0
248,35925.0,365,0.0827043323764731,26919.39617401541,10.5,10.5,959.3787956237793,88.05028937602596,0,0
249,33661.0,365,0.08187728905270836,24690.86475813356,13.5,12.0,963.5139067173004,88.26848704787668,0,0
250,39853.0,365,0.08105851616218128,26734.052243585455,18.0,13.5,967.5514008998871,90.40260703636687,0,0
251,55338.0,365,0.08024793100055946,32893.21281370398,13.5,18.0,971.6760716438293,88.4919118783144,0,0
252,50426.0,365,0.07944545169055386,28928.663478903574,18.0,15.0,975.757363319397,89.43247114266484,0,0
253,46657.0,365,0.07865099717364833,31768.092787818387,10.5,16.5,979.9032015800476,88.04009636948983,0,0
254,38096.0,365,0.07786448720191184,31157.28497765946,13.5,12.0,983.991649389267,89.27593478799778,0,0
255,47282.0,365,0.07708584232989273,30780.633609134205,12.0,13.5,988.1553790569305,87.66179102228202,0,0
256,42359.0,365,0.0763149839065938,33718.24063336098,7.5,13.5,992.2599499225616,88.9252523464177,0,0
257,29616.0,365,0.07555183406752786,34207.15348652879,18.0,9.0,996.4414918422699,87.28837519951641,0,0
